hit_rate,player,defender
1.0,shaun livingston,"Smart, Marcus"
1.0,andre miller,"Burke, Trey"
1.0,rasual butler,"Martin, Kevin"
1.0,rasual butler,"Jefferson, Richard"
1.0,tyreke evans,"Bennett, Anthony"
1.0,anthony davis,"Redick, JJ"
1.0,dante cunningham,"Beasley, Michael"
1.0,brian roberts,"Johnson, Joe"
1.0,gary neal,"Shumpert, Iman"
1.0,lance stephenson,"Gordon, Ben"
1.0,marvin williams,"Sloan, Donald"
1.0,trevor booker,"McLemore, Ben"
1.0,trey burke,"James, Bernard"
1.0,jeremy lin,"Nurkic, Jusuf"
1.0,ed davis,"Dudley, Jared"
1.0,otto porter,"Anthony, Carmelo"
1.0,bradley beal,"Andersen, Chris"
1.0,rasual butler,"Thomas, Malcolm"
1.0,dante cunningham,"Crowder, Jae"
1.0,alexis ajinca,"Jack, Jarrett"
1.0,kyle lowry,"Wroten, Tony"
1.0,terrence ross,"Varejao, Anderson"
1.0,brian roberts,"Smart, Marcus"
1.0,bismack biyombo,"Rush, Brandon"
1.0,bismack biyombo,"Wright, Brandan"
1.0,gary neal,"Porter, Otto"
1.0,jason maxiell,"Blair, DeJuan"
1.0,jason maxiell,"Humphries, Kris"
1.0,jason maxiell,"Galloway, Langston"
1.0,gordon hayward,"Stuckey, Rodney"
1.0,jon ingles,"Hummel, Robbie"
1.0,ronnie price,"Gordon, Eric"
1.0,robert sacre,"Leonard, Meyers"
1.0,marreese speights,"Plumlee, Miles"
1.0,draymond green,"Garcia, Francisco"
1.0,kyle korver,"Dalembert, Samuel"
1.0,marcin gortat,"Howard, Dwight"
1.0,otto porter,"Sefolosha, Thabo"
1.0,kris humphries,"Evans, Tyreke"
1.0,bradley beal,"Davis, Glen"
1.0,bradley beal,"Gordon, Ben"
1.0,garrett temple,"Maxiell, Jason"
1.0,kevin seraphin,"Arthur, Darrell"
1.0,jrue holiday,"Crabbe, Allen"
1.0,kyle lowry,"Gobert, Rudy"
1.0,terrence ross,"Watson, CJ"
1.0,bismack biyombo,"Wade, Dwyane"
1.0,cody zeller,"Collison, Nick"
1.0,gary neal,"Bonner, Matt"
1.0,gary neal,"Larkin, Shane"
1.0,gerald henderson,"Wear, Travis"
1.0,kemba walker,"Morris, Markieff"
1.0,marvin williams,"Teague, Jeff"
1.0,enes kanter,"Harris, Devin"
1.0,derrick favors,"West, David"
1.0,carlos boozer,"Watson, CJ"
1.0,ronnie price,"Irving, Kyrie"
1.0,ronnie price,"Antic, Pero"
1.0,harrison barnes,"Valanciunas, Jonas"
1.0,harrison barnes,"Price, Ronnie"
1.0,marreese speights,"Scola, Luis"
1.0,dennis schroder,"Jennings, Brandon"
1.0,marcin gortat,"Pachulia, Zaza"
1.0,otto porter,"Johnson, Amir"
1.0,paul pierce,"Meeks, Jodie"
1.0,paul pierce,"Hood, Rodney"
1.0,paul pierce,"Olynyk, Kelly"
1.0,ryan anderson,"Bass, Brandon"
1.0,ryan anderson,"Splitter, Tiago"
1.0,tyreke evans,"Sampson, JaKarr"
1.0,tyler hansbrough,"Ezeli, Festus"
1.0,brian roberts,"Hickson, JJ"
1.0,bismack biyombo,"Hansbrough, Tyler"
1.0,trevor booker,"Chandler, Tyson"
1.0,carlos boozer,"Bass, Brandon"
1.0,carlos boozer,"Hollins, Ryan"
1.0,wesley johnson,"Beal, Bradley"
1.0,jordan hill,"McGary, Mitch"
1.0,nick young,"Rivers, Austin"
1.0,harrison barnes,"Favors, Derrick"
1.0,leandro barbosa,"Clark, Ian"
1.0,stephen curry,"Daye, Austin"
1.0,draymond green,"Young, Nick"
1.0,kyle korver,"Butler, Caron"
1.0,kyle korver,"Prigioni, Pablo"
1.0,pero antic,"Lin, Jeremy"
1.0,jeff teague,"Marion, Shawn"
1.0,demarre carroll,"Morris, Darius"
1.0,otto porter,"McDaniels, KJ"
1.0,otto porter,"Parsons, Chandler"
1.0,kris humphries,"Butler, Jimmy"
1.0,kris humphries,"Terry, Jason"
1.0,ryan anderson,"Aldemir, Furkan"
1.0,ryan anderson,"Beverley, Patrick"
1.0,gerald henderson,"Mills, Patty"
1.0,kemba walker,"Robinson, Nate"
1.0,enes kanter,"Wall, John"
1.0,dante exum,"Bogut, Andrew"
1.0,wayne ellington,"Chalmers, Mario"
1.0,wayne ellington,"Johnson, James"
1.0,harrison barnes,"Roberts, Brian"
1.0,shaun livingston,"Hardaway Jr., Tim"
1.0,dennis schroder,"Bayless, Jerryd"
1.0,kent bazemore,"Sims, Henry"
1.0,demarre carroll,"Jones, James"
1.0,otto porter,"Sloan, Donald"
1.0,otto porter,"Bayless, Jerryd"
1.0,tyreke evans,"Sullinger, Jared"
1.0,anthony davis,"McGee, JaVale"
1.0,terrence ross,"Evans, Tyreke"
1.0,cody zeller,"Noel, Nerlens"
1.0,cody zeller,"Dedmon, Dewayne"
1.0,gary neal,"Turkoglu, Hedo"
1.0,michael kidd-gilchrist,"Nurkic, Jusuf"
1.0,michael kidd-gilchrist,"Lowry, Kyle"
1.0,jason maxiell,"Valanciunas, Jonas"
1.0,gordon hayward,"Cousins, DeMarcus"
1.0,jon ingles,"Ariza, Trevor"
1.0,carlos boozer,"Lopez, Robin"
1.0,carlos boozer,"Wright, Brandan"
1.0,ronnie price,"Kaman, Chris"
1.0,ronnie price,"Parsons, Chandler"
1.0,ronnie price,"Brewer, Corey"
1.0,wayne ellington,"Favors, Derrick"
1.0,wesley johnson,"Collison, Nick"
1.0,marreese speights,"Haslem, Udonis"
1.0,shaun livingston,"James, LeBron"
1.0,dennis schroder,"Evans, Tyreke"
1.0,mike scott,"Hummel, Robbie"
1.0,jeff teague,"Covington, Robert"
1.0,kris humphries,"Johnson, Amir"
1.0,john wall,"Lopez, Brook"
1.0,john wall,"Anthony, Carmelo"
1.0,al jefferson,"Antetokounmpo, Giannis"
1.0,cody zeller,"Varejao, Anderson"
1.0,gerald henderson,"Pachulia, Zaza"
1.0,jason maxiell,"McRoberts, Josh"
1.0,gordon hayward,"Afflalo, Arron"
1.0,dante exum,"Lawson, Ty"
1.0,carlos boozer,"Jerebko, Jonas"
1.0,robert sacre,"Udrih, Beno"
1.0,klay thompson,"Tucker, PJ"
1.0,marreese speights,"Augustin, D.J."
1.0,draymond green,"Watson, CJ"
1.0,paul millsap,"Bradley, Avery"
1.0,otto porter,"Ginobili, Manu"
1.0,garrett temple,"Anderson, Alan"
1.0,rasual butler,"Burke, Trey"
1.0,john wall,"Young, Thaddeus"
1.0,jrue holiday,"Seraphin, Kevin"
1.0,tyreke evans,"Thomas, Lance"
1.0,kemba walker,"Ibaka, Serge"
1.0,gordon hayward,"Landry, Carl"
1.0,dante exum,"Arthur, Darrell"
1.0,jeremy lin,"Blake, Steve"
1.0,jeremy lin,"McCallum, Ray"
1.0,wesley johnson,"Gobert, Rudy"
1.0,nick young,"Barnes, Matt"
1.0,klay thompson,"Sampson, JaKarr"
1.0,draymond green,"Korver, Kyle"
1.0,al horford,"Paul, Chris"
1.0,kris humphries,"Morris, Marcus"
1.0,kris humphries,"Johnson, Wesley"
1.0,omer asik,"Roberson, Andre"
1.0,ryan anderson,"Koufos, Kosta"
1.0,luke babbitt,"Leuer, Jon"
1.0,tyler hansbrough,"Jones, Terrence"
1.0,tyler hansbrough,"Sacre, Robert"
1.0,terrence ross,"Griffin, Blake"
1.0,terrence ross,"Shved, Alexey"
1.0,gary neal,"Freeland, Joel"
1.0,lance stephenson,"Ennis, James"
1.0,enes kanter,"Knight, Brandon"
1.0,enes kanter,"Mills, Patty"
1.0,dante exum,"Rudez, Damjan"
1.0,jeremy lin,"Davis, Anthony"
1.0,jordan hill,"Kanter, Enes"
1.0,nick young,"Monroe, Greg"
1.0,leandro barbosa,"Collison, Darren"
1.0,klay thompson,"Nelson, Jameer"
1.0,al horford,"James, Bernard"
1.0,thabo sefolosha,"Varejao, Anderson"
1.0,kyle korver,"Bayless, Jerryd"
1.0,mike scott,"Lopez, Brook"
1.0,john wall,"Lee, David"
1.0,john wall,"Carter-Williams, Michael"
1.0,luke babbitt,"Williams, Shawne"
1.0,anthony davis,"Acy, Quincy"
1.0,tyler hansbrough,"Stoudemire, Amar'e"
1.0,terrence ross,"Blake, Steve"
1.0,terrence ross,"Jordan, DeAndre"
1.0,brian roberts,"Mirotic, Nikola"
1.0,lance stephenson,"Mirotic, Nikola"
1.0,marvin williams,"Diaw, Boris"
1.0,gordon hayward,"Granger, Danny"
1.0,enes kanter,"Morris, Marcus"
1.0,dante exum,"Plumlee, Miles"
1.0,jeremy lin,"Johnson, Amir"
1.0,marreese speights,"Lawson, Ty"
1.0,andrew bogut,"Singler, Kyle"
1.0,andre iguodala,"Dunleavy, Mike"
1.0,draymond green,"Teletovic, Mirza"
1.0,dennis schroder,"Bradley, Avery"
1.0,kyle korver,"Granger, Danny"
1.0,mike scott,"Williams, Lou"
1.0,tyreke evans,"Jennings, Brandon"
1.0,luke babbitt,"McCallum, Ray"
1.0,alexis ajinca,"Seraphin, Kevin"
1.0,paul pierce,"Miles, CJ"
1.0,gary neal,"Mbah a Moute, Luc"
1.0,kemba walker,"O'Bryant, Johnny"
1.0,michael kidd-gilchrist,"Jefferson, Cory"
1.0,lance stephenson,"Brown, Markel"
1.0,lance stephenson,"Young, James"
1.0,marvin williams,"Motiejunas, Donatas"
1.0,marvin williams,"Aldridge, LaMarcus"
1.0,jon ingles,"Morris, Markieff"
1.0,jon ingles,"Miles, CJ"
1.0,trey burke,"Nicholson, Andrew"
1.0,trey burke,"Johnson, Amir"
1.0,carlos boozer,"Shumpert, Iman"
1.0,jeremy lin,"Evans, Jeremy"
1.0,marreese speights,"Carter, Vince"
1.0,shaun livingston,"Dorsey, Joey"
1.0,andre iguodala,"Zeller, Tyler"
1.0,andre iguodala,"Barea, Jose Juan"
1.0,bradley beal,"Jack, Jarrett"
1.0,ryan anderson,"McGee, JaVale"
1.0,luke babbitt,"Marion, Shawn"
1.0,jimmer dredette,"Perkins, Kendrick"
1.0,al jefferson,"Holiday, Jrue"
1.0,cody zeller,"McDaniels, KJ"
1.0,gary neal,"Williams, Shawne"
1.0,gary neal,"Len, Alex"
1.0,trey burke,"Sloan, Donald"
1.0,wayne ellington,"Plumlee, Mason"
1.0,jordan hill,"Afflalo, Arron"
1.0,robert sacre,"Favors, Derrick"
1.0,marreese speights,"Andersen, Chris"
1.0,dennis schroder,"Prince, Tayshaun"
1.0,kent bazemore,"Dedmon, Dewayne"
1.0,kent bazemore,"Wiggins, Andrew"
1.0,kent bazemore,"Mayo, O.J."
1.0,jeff teague,"Green, Willie"
1.0,demarre carroll,"Aminu, Al-Farouq"
1.0,otto porter,"Wiggins, Andrew"
1.0,kris humphries,"Howard, Dwight"
1.0,andre miller,"Jack, Jarrett"
1.0,jrue holiday,"O'Quinn, Kyle"
1.0,ryan anderson,"Curry, Stephen"
1.0,dante cunningham,"Humphries, Kris"
1.0,kyle lowry,"Sanders, Larry"
1.0,al jefferson,"Kelly, Ryan"
1.0,kemba walker,"Wade, Dwyane"
1.0,gordon hayward,"Ayres, Jeff"
1.0,trevor booker,"McCallum, Ray"
1.0,dante exum,"Telfair, Sebastian"
1.0,dante exum,"Love, Kevin"
1.0,trey burke,"Durant, Kevin"
1.0,jeremy lin,"Harden, James"
1.0,jeremy lin,"Black, Tarik"
1.0,ed davis,"Chandler, Wilson"
1.0,nick young,"Whiteside, Hassan"
1.0,leandro barbosa,"Hummel, Robbie"
1.0,andre iguodala,"Gasol, Pau"
1.0,dennis schroder,"Pachulia, Zaza"
1.0,pero antic,"Bogdanovic, Bojan"
1.0,mike scott,"Durant, Kevin"
1.0,mike scott,"Hawes, Spencer"
1.0,jrue holiday,"Durant, Kevin"
1.0,brian roberts,"Sampson, JaKarr"
1.0,brian roberts,"Vucevic, Nikola"
1.0,gerald henderson,"McGary, Mitch"
1.0,gerald henderson,"Dalembert, Samuel"
1.0,kemba walker,"Deng, Luol"
1.0,lance stephenson,"Wear, Travis"
1.0,jon ingles,"Young, James"
1.0,jon ingles,"Waiters, Dion"
1.0,carlos boozer,"Bogut, Andrew"
1.0,ronnie price,"Barea, Jose Juan"
1.0,ronnie price,"Hairston, PJ"
1.0,ronnie price,"Len, Alex"
1.0,wayne ellington,"Gordon, Eric"
1.0,robert sacre,"Lee, David"
1.0,harrison barnes,"Green, Danny"
1.0,kyle korver,"Dudley, Jared"
1.0,kyle korver,"Gasol, Marc"
1.0,kent bazemore,"Hairston, PJ"
1.0,mike scott,"Booker, Trevor"
1.0,demarre carroll,"Humphries, Kris"
1.0,rasual butler,"Roberson, Andre"
1.0,john wall,"Daye, Austin"
1.0,ryan anderson,"Henderson, Gerald"
1.0,tyreke evans,"Dalembert, Samuel"
1.0,tyreke evans,"Aldridge, LaMarcus"
1.0,jimmer dredette,"Hill, George"
1.0,jimmer dredette,"Favors, Derrick"
1.0,gary neal,"Crabbe, Allen"
1.0,marvin williams,"Johnson, Wesley"
1.0,marvin williams,"Favors, Derrick"
1.0,jason maxiell,"Chalmers, Mario"
1.0,trevor booker,"Hill, Jordan"
1.0,dante exum,"Jordan, DeAndre"
1.0,dante exum,"Nowitzki, Dirk"
1.0,trey burke,"Brand, Elton"
1.0,wesley johnson,"Walker, Kemba"
1.0,robert sacre,"Green, Danny"
1.0,marreese speights,"Anderson, Ryan"
1.0,shaun livingston,"Sacre, Robert"
1.0,shaun livingston,"Barton, Will"
1.0,kent bazemore,"James, Bernard"
1.0,demarre carroll,"Ilyasova, Ersan"
1.0,kris humphries,"Love, Kevin"
1.0,jrue holiday,"Daniels, Troy"
1.0,kemba walker,"Smith, J.R."
1.0,lance stephenson,"Green, Erick"
1.0,trevor booker,"Scott, Mike"
1.0,derrick favors,"Matthews, Wesley"
1.0,derrick favors,"Smith, Jason"
1.0,jeremy lin,"Chandler, Wilson"
1.0,wesley johnson,"Deng, Luol"
1.0,nick young,"Allen, Lavoy"
1.0,draymond green,"Green, Danny"
1.0,dennis schroder,"Dalembert, Samuel"
1.0,jeff teague,"Haslem, Udonis"
1.0,demarre carroll,"Mozgov, Timofey"
1.0,jimmer dredette,"McDermott, Doug"
1.0,jimmer dredette,"Smith, Ish"
1.0,terrence ross,"Horford, Al"
1.0,jason maxiell,"Muscala, Mike"
1.0,trevor booker,"Pierce, Paul"
1.0,enes kanter,"Leonard, Meyers"
1.0,enes kanter,"Gallinari, Danilo"
1.0,derrick favors,"Conley, Mike"
1.0,dante exum,"Barton, Will"
1.0,wesley johnson,"Galloway, Langston"
1.0,nick young,"Lopez, Robin"
1.0,nick young,"Leuer, Jon"
1.0,klay thompson,"Miller, Mike"
1.0,andrew bogut,"Davis, Anthony"
1.0,jeff teague,"Hawes, Spencer"
1.0,otto porter,"Young, Nick"
1.0,garrett temple,"LaVine, Zach"
1.0,ryan anderson,"Johnson, Wesley"
1.0,tyreke evans,"Muscala, Mike"
1.0,cody zeller,"Bonner, Matt"
1.0,kemba walker,"Evans, Tyreke"
1.0,jon ingles,"Dudley, Jared"
1.0,trey burke,"Chandler, Tyson"
1.0,jeremy lin,"Barnes, Matt"
1.0,wesley johnson,"Green, Jeff"
1.0,robert sacre,"Smith, Jason"
1.0,harrison barnes,"Morris, Markieff"
1.0,andre iguodala,"Jefferson, Richard"
1.0,al horford,"Andersen, Chris"
1.0,thabo sefolosha,"Robinson, Glenn"
1.0,kent bazemore,"Allen, Tony"
1.0,mike scott,"Pressey, Phil"
1.0,jeff teague,"Vasquez, Greivis"
1.0,otto porter,"Dellavedova, Matthew"
1.0,bradley beal,"Gibson, Taj"
1.0,brian roberts,"Lamb, Jeremy"
1.0,kemba walker,"Ross, Terrence"
1.0,rudy gobert,"Dalembert, Samuel"
1.0,nick young,"McLemore, Ben"
1.0,draymond green,"Wiggins, Andrew"
1.0,thabo sefolosha,"Clark, Ian"
1.0,dennis schroder,"Budinger, Chase"
1.0,marcin gortat,"Wright, Brandan"
1.0,kris humphries,"Marion, Shawn"
1.0,andre miller,"Arthur, Darrell"
1.0,garrett temple,"Parsons, Chandler"
1.0,omer asik,"Mirotic, Nikola"
1.0,tyreke evans,"Zeller, Cody"
1.0,luke babbitt,"Joseph, Cory"
1.0,brian roberts,"Duncan, Tim"
1.0,cody zeller,"Brand, Elton"
1.0,gerald henderson,"Frazier, Tim"
1.0,michael kidd-gilchrist,"Joseph, Cory"
1.0,michael kidd-gilchrist,"Carter, Vince"
1.0,gordon hayward,"Beal, Bradley"
1.0,enes kanter,"Brand, Elton"
1.0,jeremy lin,"Anderson, Alan"
1.0,kobe bryant,"Hummel, Robbie"
1.0,shaun livingston,"Wright, Brandan"
1.0,thabo sefolosha,"Carter-Williams, Michael"
1.0,dennis schroder,"Granger, Danny"
1.0,paul millsap,"Turner, Evan"
1.0,bradley beal,"Hayward, Gordon"
1.0,bradley beal,"Turner, Evan"
1.0,rasual butler,"Snell, Tony"
1.0,rasual butler,"Copeland, Chris"
1.0,jrue holiday,"Perkins, Kendrick"
1.0,alexis ajinca,"Joseph, Cory"
1.0,jimmer dredette,"Gordon, Ben"
1.0,terrence ross,"Aldridge, LaMarcus"
1.0,terrence ross,"Gallinari, Danilo"
1.0,gary neal,"Novak, Steve"
1.0,gary neal,"Davis, Ed"
1.0,trevor booker,"Irving, Kyrie"
1.0,jeremy lin,"Sessions, Ramon"
1.0,ed davis,"Rivers, Austin"
1.0,wayne ellington,"Gobert, Rudy"
1.0,wesley johnson,"Thompson, Klay"
1.0,harrison barnes,"Patterson, Patrick"
1.0,harrison barnes,"Carter, Vince"
1.0,marreese speights,"Anderson, Alan"
1.0,shaun livingston,"Smith, Josh"
1.0,thabo sefolosha,"Anderson, Alan"
1.0,kent bazemore,"Green, Jeff"
1.0,kent bazemore,"Asik, Omer"
1.0,bradley beal,"Stoudemire, Amar'e"
1.0,jrue holiday,"Lawson, Ty"
1.0,anthony davis,"Dedmon, Dewayne"
1.0,anthony davis,"Lin, Jeremy"
1.0,cody zeller,"Aldrich, Cole"
1.0,lance stephenson,"Boozer, Carlos"
1.0,gordon hayward,"Chandler, Tyson"
1.0,dante exum,"Crowder, Jae"
1.0,jon ingles,"James, LeBron"
1.0,jon ingles,"Butler, Rasual"
1.0,nick young,"Chandler, Tyson"
1.0,leandro barbosa,"Johnson, Amir"
1.0,marreese speights,"Mozgov, Timofey"
1.0,shaun livingston,"Booker, Trevor"
1.0,andre iguodala,"Lee, Courtney"
1.0,thabo sefolosha,"Jordan, DeAndre"
1.0,otto porter,"Bogdanovic, Bojan"
1.0,kris humphries,"Motiejunas, Donatas"
1.0,paul pierce,"Marion, Shawn"
1.0,anthony davis,"Nelson, Jameer"
1.0,terrence ross,"Hill, Solomon"
1.0,brian roberts,"Harris, Devin"
1.0,gary neal,"Lee, Courtney"
1.0,lance stephenson,"Allen, Tony"
1.0,lance stephenson,"Batum, Nicolas"
1.0,jason maxiell,"Jerebko, Jonas"
1.0,jon ingles,"Hinrich, Kirk"
1.0,wesley johnson,"Redick, JJ"
1.0,nick young,"Anderson, Alan"
1.0,nick young,"Datome, Gigi"
1.0,andrew bogut,"Love, Kevin"
1.0,draymond green,"Chandler, Tyson"
1.0,demarre carroll,"Afflalo, Arron"
1.0,otto porter,"Randolph, Shavlik"
1.0,andre miller,"Smith, Greg"
1.0,nene hilario,"Booker, Trevor"
1.0,omer asik,"Walker, Kemba"
1.0,jrue holiday,"Miles, CJ"
1.0,gary neal,"Turner, Evan"
1.0,enes kanter,"Hollins, Ryan"
1.0,dante exum,"Smart, Marcus"
1.0,dante exum,"Sloan, Donald"
1.0,ed davis,"Mayo, O.J."
1.0,ronnie price,"Bogdanovic, Bojan"
1.0,ronnie price,"Evans, Tyreke"
1.0,robert sacre,"Morris, Markieff"
1.0,leandro barbosa,"Brewer, Corey"
1.0,klay thompson,"Caldwell-Pope, Kentavious"
1.0,klay thompson,"Ginobili, Manu"
1.0,shaun livingston,"Allen, Lavoy"
1.0,shaun livingston,"Green, Willie"
1.0,al horford,"Stoudemire, Amar'e"
1.0,kyle korver,"Gobert, Rudy"
1.0,demarre carroll,"Salmons, John"
1.0,otto porter,"Moore, E'Twaun"
1.0,bradley beal,"Nurkic, Jusuf"
1.0,paul pierce,"Duncan, Tim"
1.0,tyreke evans,"Burke, Trey"
1.0,jimmer dredette,"Ridnour, Luke"
1.0,kyle lowry,"Mbah a Moute, Luc"
1.0,marcin gortat,"Durant, Kevin"
1.0,brian roberts,"Lawson, Ty"
1.0,gerald henderson,"Mozgov, Timofey"
1.0,michael kidd-gilchrist,"Davis, Ed"
1.0,gordon hayward,"Singler, Kyle"
1.0,enes kanter,"Smith, Jason"
1.0,derrick favors,"Mahinmi, Ian"
1.0,dante exum,"McDaniels, KJ"
1.0,trey burke,"Koufos, Kosta"
1.0,jeremy lin,"Beal, Bradley"
1.0,kobe bryant,"Garcia, Francisco"
1.0,wesley johnson,"Barnes, Matt"
1.0,stephen curry,"Len, Alex"
1.0,shaun livingston,"Gobert, Rudy"
1.0,andre iguodala,"Scott, Mike"
1.0,andre iguodala,"Gee, Alonzo"
1.0,draymond green,"Thomas, Lance"
1.0,kris humphries,"Thornton, Marcus"
1.0,andre miller,"Shumpert, Iman"
1.0,tyreke evans,"Calathes, Nick"
1.0,tyreke evans,"Iguodala, Andre"
1.0,kemba walker,"Crabbe, Allen"
1.0,michael kidd-gilchrist,"Smith, J.R."
1.0,derrick favors,"Caldwell-Pope, Kentavious"
1.0,ed davis,"Hill, Solomon"
1.0,harrison barnes,"Temple, Garrett"
1.0,leandro barbosa,"Korver, Kyle"
1.0,leandro barbosa,"Ingles, Joe"
1.0,andrew bogut,"Arthur, Darrell"
1.0,al horford,"Green, Danny"
1.0,dennis schroder,"Holiday, Jrue"
1.0,pero antic,"Kanter, Enes"
1.0,kent bazemore,"Olynyk, Kelly"
1.0,mike scott,"Mahinmi, Ian"
1.0,mike scott,"Harris, Gary"
1.0,marcin gortat,"Henderson, Gerald"
1.0,kris humphries,"Stephenson, Lance"
1.0,rasual butler,"Morrow, Anthony"
1.0,john wall,"Young, Nick"
1.0,tyreke evans,"Allen, Tony"
1.0,anthony davis,"Brewer, Corey"
1.0,anthony davis,"Udrih, Beno"
1.0,tyler hansbrough,"Sims, Henry"
1.0,kyle lowry,"Brewer, Corey"
1.0,gary neal,"Diaw, Boris"
1.0,lance stephenson,"Horford, Al"
1.0,dante exum,"Henson, John"
1.0,dante exum,"Marion, Shawn"
1.0,dante exum,"Miller, Andre"
1.0,wayne ellington,"Green, Draymond"
1.0,harrison barnes,"Mills, Patty"
1.0,stephen curry,"Ellis, Monta"
1.0,andre iguodala,"Antetokounmpo, Giannis"
1.0,dennis schroder,"Leuer, Jon"
1.0,dennis schroder,"Burke, Trey"
1.0,nene hilario,"Olynyk, Kelly"
1.0,john wall,"Anderson, Alan"
1.0,luke babbitt,"James, LeBron"
1.0,jimmer dredette,"Bledsoe, Eric"
1.0,bismack biyombo,"Frye, Channing"
1.0,gary neal,"Boozer, Carlos"
1.0,marvin williams,"Humphries, Kris"
1.0,jason maxiell,"Sims, Henry"
1.0,jason maxiell,"Iguodala, Andre"
1.0,trey burke,"Ariza, Trevor"
1.0,trey burke,"Seraphin, Kevin"
1.0,ronnie price,"Holiday, Justin"
1.0,stephen curry,"Grant, Jerami"
1.0,stephen curry,"Amundson, Lou"
1.0,andre iguodala,"Morrow, Anthony"
1.0,al horford,"Stuckey, Rodney"
1.0,pero antic,"Stoudemire, Amar'e"
1.0,paul pierce,"Wright, Brandan"
1.0,john wall,"Price, A.J."
1.0,luke babbitt,"Harris, Devin"
1.0,tyler hansbrough,"Nurkic, Jusuf"
1.0,terrence ross,"Green, Draymond"
1.0,kyle korver,"Beasley, Michael"
1.0,al jefferson,"Budinger, Chase"
1.0,gordon hayward,"McDaniels, KJ"
1.0,gordon hayward,"Williams, Derrick"
1.0,trevor booker,"Jefferson, Cory"
1.0,dante exum,"Curry, Stephen"
1.0,trey burke,"Jordan, DeAndre"
1.0,trey burke,"Miller, Mike"
1.0,kobe bryant,"Gortat, Marcin"
1.0,wesley johnson,"Bogut, Andrew"
1.0,nick young,"Green, Draymond"
1.0,al horford,"Howard, Dwight"
1.0,mike scott,"Miles, CJ"
1.0,otto porter,"Mozgov, Timofey"
1.0,luke babbitt,"Williams, Lou"
1.0,kyle lowry,"Gasol, Marc"
1.0,terrence ross,"Miller, Andre"
1.0,gary neal,"Hansbrough, Tyler"
1.0,marvin williams,"Williams, Shawne"
1.0,enes kanter,"Ellis, Monta"
1.0,jeremy lin,"Miller, Andre"
1.0,ronnie price,"Lopez, Brook"
1.0,robert sacre,"Collison, Nick"
1.0,marreese speights,"Hayes, Charles"
1.0,andre iguodala,"Hill, George"
1.0,al horford,"Plumlee, Mason"
1.0,jeff teague,"Iguodala, Andre"
1.0,demarre carroll,"Curry, Stephen"
1.0,rasual butler,"Wright, Dorell"
1.0,nene hilario,"Plumlee, Miles"
1.0,alexis ajinca,"Mozgov, Timofey"
1.0,bismack biyombo,"Ibaka, Serge"
1.0,gary neal,"Dragic, Goran"
1.0,derrick favors,"Allen, Tony"
1.0,dante exum,"Wright, Brandan"
1.0,carlos boozer,"Westbrook, Russell"
1.0,jeremy lin,"Motiejunas, Donatas"
1.0,kobe bryant,"Evans, Reggie"
1.0,kobe bryant,"Patterson, Patrick"
1.0,nick young,"Granger, Danny"
1.0,nick young,"Nowitzki, Dirk"
1.0,nick young,"Terry, Jason"
1.0,demarre carroll,"Favors, Derrick"
1.0,otto porter,"Perkins, Kendrick"
1.0,bradley beal,"Valanciunas, Jonas"
1.0,ryan anderson,"Allen, Tony"
1.0,brian roberts,"Asik, Omer"
1.0,gary neal,"Noah, Joakim"
1.0,michael kidd-gilchrist,"Randolph, Zach"
1.0,trey burke,"Hill, Solomon"
1.0,wesley johnson,"Bosh, Chris"
1.0,nick young,"Green, Jeff"
1.0,leandro barbosa,"Valanciunas, Jonas"
1.0,klay thompson,"Pierce, Paul"
1.0,thabo sefolosha,"Dedmon, Dewayne"
1.0,pero antic,"Pachulia, Zaza"
1.0,pero antic,"Burke, Trey"
1.0,rasual butler,"Parsons, Chandler"
1.0,omer asik,"Cousins, DeMarcus"
1.0,jimmer dredette,"Young, James"
1.0,kyle lowry,"Roberts, Brian"
1.0,bismack biyombo,"Pachulia, Zaza"
1.0,cody zeller,"Andersen, Chris"
1.0,kemba walker,"Carter, Vince"
1.0,jason maxiell,"Lamb, Jeremy"
1.0,trey burke,"Douglas, Toney"
1.0,kobe bryant,"Beverley, Patrick"
1.0,wesley johnson,"Hayward, Gordon"
1.0,stephen curry,"Hinrich, Kirk"
1.0,andrew bogut,"Zeller, Tyler"
1.0,thabo sefolosha,"Crowder, Jae"
1.0,paul millsap,"Gee, Alonzo"
1.0,kent bazemore,"Vonleh, Noah"
1.0,marcin gortat,"Dinwiddie, Spencer"
1.0,andre miller,"Hill, Solomon"
1.0,dante cunningham,"Brown, Markel"
1.0,bismack biyombo,"Sullinger, Jared"
1.0,al jefferson,"Crowder, Jae"
1.0,gerald henderson,"Rush, Brandon"
1.0,jason maxiell,"Acy, Quincy"
1.0,gordon hayward,"Black, Tarik"
1.0,enes kanter,"Holiday, Jrue"
1.0,wayne ellington,"Fredette, Jimmer"
1.0,wesley johnson,"Williams, Derrick"
1.0,nick young,"Ezeli, Festus"
1.0,kyle korver,"Rudez, Damjan"
1.0,jeff teague,"Larkin, Shane"
1.0,marcin gortat,"Acy, Quincy"
1.0,andre miller,"Mills, Patty"
1.0,rasual butler,"Perkins, Kendrick"
1.0,john wall,"Mirotic, Nikola"
1.0,ryan anderson,"Anthony, Joel"
1.0,tyreke evans,"Roberts, Brian"
1.0,jimmer dredette,"Gordon, Aaron"
1.0,jason maxiell,"Barea, Jose Juan"
