hit_rate,player,defender
1.0,dirk nowtizski,"Ross, Terrence"
1.0,evan fournier,"Johnson, Chris"
1.0,elfrid payton,"Ibaka, Serge"
1.0,kyle oquinn,"Butler, Jimmy"
1.0,nikola vucevic,"Jefferson, Richard"
1.0,donald sloan,"Middleton, Khris"
1.0,damjan rudez,"Collison, Nick"
1.0,damjan rudez,"Cousins, DeMarcus"
1.0,avery bradley,"Kanter, Enes"
1.0,jared sullinger,"Ibaka, Serge"
1.0,marcus smart,"Thornton, Marcus"
1.0,marcus smart,"Smith, Jason"
1.0,kelly olynyk,"Kaman, Chris"
1.0,manu ginobili,"Ennis, James"
1.0,cory joseph,"Bennett, Anthony"
1.0,kawhi leonard,"Rudez, Damjan"
1.0,tim duncan,"Whittington, Shayne"
1.0,lou williams,"Oladipo, Victor"
1.0,lou williams,"Clark, Ian"
1.0,patrick patterson,"Boozer, Carlos"
1.0,chandler parsons,"Carter, Vince"
1.0,elfrid payton,"Irving, Kyrie"
1.0,kyrie irving,"Harkless, Maurice"
1.0,joe harris,"Parker, Tony"
1.0,lavoy allen,"Drummond, Andre"
1.0,luis scola,"Hill, Jordan"
1.0,luis scola,"Antic, Pero"
1.0,solomon hill,"Drummond, Andre"
1.0,evan turner,"Harris, Tobias"
1.0,evan turner,"Carter-Williams, Michael"
1.0,marcus smart,"Martin, Cartier"
1.0,marco belinelli,"West, David"
1.0,kawhi leonard,"Gasol, Marc"
1.0,nate robinson,"Mirotic, Nikola"
1.0,arron afflalo,"Covington, Robert"
1.0,arron afflalo,"West, David"
1.0,arron afflalo,"Diaw, Boris"
1.0,jonas valanciunas,"Curry, Stephen"
1.0,jonas valanciunas,"Wade, Dwyane"
1.0,al farouq aminu,"Carter, Vince"
1.0,chandler parsons,"Papanikolaou, Kostas"
1.0,richard jefferson,"Young, Thaddeus"
1.0,dirk nowtizski,"Mekel, Gal"
1.0,dirk nowtizski,"Carter, Vince"
1.0,evan fournier,"Speights, Marreese"
1.0,shawn marion,"Harris, Tobias"
1.0,chris copeland,"Conley, Mike"
1.0,luis scola,"Ingles, Joe"
1.0,cj watson,"Brooks, Aaron"
1.0,cj miles,"Harris, Devin"
1.0,rodney stuckey,"Bass, Brandon"
1.0,roy hibbert,Nene
1.0,avery bradley,"Dudley, Jared"
1.0,brandon bass,"Lawson, Ty"
1.0,marcus smart,"Roberts, Brian"
1.0,marco belinelli,"Collison, Darren"
1.0,tony parker,"Varejao, Anderson"
1.0,tony parker,"Mbah a Moute, Luc"
1.0,ty lawson,"Pekovic, Nikola"
1.0,darrell arthur,"Williams, Lou"
1.0,greivis vasquez,"Pachulia, Zaza"
1.0,tobias harris,"Anderson, Alan"
1.0,evan fournier,"Wiggins, Andrew"
1.0,ben gordon,"Joseph, Cory"
1.0,ben gordon,"Thompson, Klay"
1.0,matthew dellavedova,"Harris, Tobias"
1.0,kyrie irving,"Maxiell, Jason"
1.0,kevin love,"Seraphin, Kevin"
1.0,lavoy allen,"Pressey, Phil"
1.0,cj miles,"Gay, Rudy"
1.0,cj miles,"Muhammad, Shabazz"
1.0,brandon bass,"Wall, John"
1.0,wilson chandler,"Jack, Jarrett"
1.0,jusuf nurkic,"Hollins, Ryan"
1.0,jonas valanciunas,"Hollins, Ryan"
1.0,chandler parsons,"Acy, Quincy"
1.0,tobias harris,"Casspi, Omri"
1.0,channing frye,"Paul, Chris"
1.0,victor oladipo,"Barnes, Harrison"
1.0,lebron james,"McLemore, Ben"
1.0,joe harris,"Fredette, Jimmer"
1.0,cj watson,"Biyombo, Bismack"
1.0,tyler zeller,"Aldemir, Furkan"
1.0,kawhi leonard,"Nelson, Jameer"
1.0,kawhi leonard,"Allen, Tony"
1.0,wilson chandler,"McDaniels, KJ"
1.0,greivis vasquez,"Prigioni, Pablo"
1.0,patrick patterson,"Lee, David"
1.0,greg smith,"Miller, Quincy"
1.0,charlie villanueva,"Evans, Tyreke"
1.0,al farouq aminu,"Exum, Dante"
1.0,chandler parsons,"Booker, Trevor"
1.0,tobias harris,"Thomas, Lance"
1.0,elfrid payton,"Morris, Markieff"
1.0,ben gordon,"Dieng, Gorgui"
1.0,damjan rudez,"Maxiell, Jason"
1.0,damjan rudez,"Williams, Lou"
1.0,cj miles,"Bass, Brandon"
1.0,roy hibbert,"Millsap, Paul"
1.0,marcus thornton,"Holiday, Jrue"
1.0,evan turner,"Favors, Derrick"
1.0,jared sullinger,"Morris, Marcus"
1.0,marcus smart,"Larkin, Shane"
1.0,marcus smart,"Budinger, Chase"
1.0,manu ginobili,"Kanter, Enes"
1.0,kawhi leonard,"Caldwell-Pope, Kentavious"
1.0,kawhi leonard,"Marion, Shawn"
1.0,ty lawson,"Green, Draymond"
1.0,greivis vasquez,"Williams, Marvin"
1.0,lou williams,"Crowder, Jae"
1.0,patrick patterson,"Mbah a Moute, Luc"
1.0,jose juan barea,"Lillard, Damian"
1.0,jose juan barea,"Miller, Andre"
1.0,al farouq aminu,"Durant, Kevin"
1.0,al farouq aminu,"Sanders, Larry"
1.0,chandler parsons,"Porter, Otto"
1.0,dirk nowtizski,"Lopez, Brook"
1.0,kyle oquinn,"Noel, Nerlens"
1.0,lebron james,"Davies, Brandon"
1.0,mike miller,"Mayo, O.J."
1.0,lavoy allen,"Dunleavy, Mike"
1.0,donald sloan,"Noah, Joakim"
1.0,roy hibbert,"Lillard, Damian"
1.0,david west,"Westbrook, Russell"
1.0,kelly olynyk,"Collison, Nick"
1.0,jeff green,"McGary, Mitch"
1.0,boris diaw,"Jack, Jarrett"
1.0,arron afflalo,"Griffin, Blake"
1.0,danilo gallinai,"Carter, Vince"
1.0,amir johnson,"Rivers, Austin"
1.0,mnta ellis,"Harkless, Maurice"
1.0,devin harris,"Whiteside, Hassan"
1.0,devin harris,"Sanders, Larry"
1.0,chandler parsons,"Green, Danny"
1.0,ben gordon,"Prigioni, Pablo"
1.0,shawn marion,"Lopez, Robin"
1.0,mike miller,"Mahinmi, Ian"
1.0,mike miller,"Jones, Dahntay"
1.0,lavoy allen,"Sacre, Robert"
1.0,chris copeland,"Williams, Marvin"
1.0,luis scola,"Wright, Brandan"
1.0,damjan rudez,"Dunleavy, Mike"
1.0,david west,"Frazier, Tim"
1.0,solomon hill,"McRoberts, Josh"
1.0,marcus thornton,"Monroe, Greg"
1.0,darrell arthur,"Green, Jeff"
1.0,darrell arthur,"Oladipo, Victor"
1.0,amir johnson,"Waiters, Dion"
1.0,lou williams,"Young, Nick"
1.0,patrick patterson,"Barnes, Harrison"
1.0,mnta ellis,"Allen, Tony"
1.0,tyson chandler,"Booker, Trevor"
1.0,devin harris,"Thomas, Isaiah"
1.0,richard jefferson,"Martin, Kevin"
1.0,mike miller,"Young, James"
1.0,chris copeland,"Grant, Jerami"
1.0,damjan rudez,"Boozer, Carlos"
1.0,cj watson,"Collison, Nick"
1.0,cj miles,"Temple, Garrett"
1.0,solomon hill,"Bogdanovic, Bojan"
1.0,marcus smart,"Green, Draymond"
1.0,kelly olynyk,"Davis, Glen"
1.0,jeff green,"Thompson, Tristan"
1.0,cory joseph,"Favors, Derrick"
1.0,kawhi leonard,"Bryant, Kobe"
1.0,boris diaw,"Vonleh, Noah"
1.0,tim duncan,"Lee, Courtney"
1.0,alonzo gee,"Pargo, Jannero"
1.0,wilson chandler,"Bennett, Anthony"
1.0,ty lawson,"Zeller, Cody"
1.0,lou williams,"Gortat, Marcin"
1.0,richard jefferson,"Johnson, James"
1.0,richard jefferson,"Butler, Caron"
1.0,tobias harris,"Rudez, Damjan"
1.0,ben gordon,"Evans, Reggie"
1.0,lebron james,"Lin, Jeremy"
1.0,kevin love,"Hill, George"
1.0,cj watson,"Dellavedova, Matthew"
1.0,rodney stuckey,"Sefolosha, Thabo"
1.0,rodney stuckey,"Faried, Kenneth"
1.0,evan turner,"Harden, James"
1.0,jeff green,"Dunleavy, Mike"
1.0,manu ginobili,"Marion, Shawn"
1.0,aron baynes,"Aldrich, Cole"
1.0,timofey mozgov,"Williams, Marvin"
1.0,arron afflalo,"Plumlee, Miles"
1.0,danilo gallinai,"Schroder, Dennis"
1.0,james johnson,"Hayward, Gordon"
1.0,mnta ellis,"Teletovic, Mirza"
1.0,channing frye,"Henson, John"
1.0,victor oladipo,"Amundson, Lou"
1.0,matthew dellavedova,"Landry, Carl"
1.0,tristan thompson,"Aminu, Al-Farouq"
1.0,lavoy allen,"Green, Willie"
1.0,chris copeland,Nene
1.0,cj miles,"Clark, Ian"
1.0,roy hibbert,"Landry, Carl"
1.0,david west,"Smith, Ish"
1.0,solomon hill,"Harris, Joe"
1.0,avery bradley,"Snell, Tony"
1.0,evan turner,"Kidd-Gilchrist, Michael"
1.0,jared sullinger,"Napier, Shabazz"
1.0,marcus smart,"Kaman, Chris"
1.0,kelly olynyk,"Adrien, Jeff"
1.0,jeff green,"Gordon, Ben"
1.0,jeff green,"Bogdanovic, Bojan"
1.0,manu ginobili,"Koufos, Kosta"
1.0,matt bonner,"Hawes, Spencer"
1.0,matt bonner,"Monroe, Greg"
1.0,boris diaw,"Whittington, Shayne"
1.0,boris diaw,"Dieng, Gorgui"
1.0,darrell arthur,"Lowry, Kyle"
1.0,lou williams,"Bradley, Avery"
1.0,patrick patterson,"Deng, Luol"
1.0,jose juan barea,"Gordon, Eric"
1.0,devin harris,"Shved, Alexey"
1.0,victor oladipo,"Ibaka, Serge"
1.0,matthew dellavedova,"Thomas, Isaiah"
1.0,matthew dellavedova,"LaVine, Zach"
1.0,kyrie irving,"Len, Alex"
1.0,lebron james,"Muhammad, Shabazz"
1.0,joe harris,"Foye, Randy"
1.0,cj miles,"Batum, Nicolas"
1.0,solomon hill,"Covington, Robert"
1.0,evan turner,"Aldemir, Furkan"
1.0,kelly olynyk,"Maxiell, Jason"
1.0,marco belinelli,"Shumpert, Iman"
1.0,marco belinelli,"Thompson, Hollis"
1.0,manu ginobili,"Casspi, Omri"
1.0,boris diaw,"Williams, Marvin"
1.0,tony parker,"Hickson, JJ"
1.0,greivis vasquez,"Smith, Josh"
1.0,jose juan barea,"Brewer, Corey"
1.0,tobias harris,"Aminu, Al-Farouq"
1.0,channing frye,"Sampson, JaKarr"
1.0,channing frye,"Morrow, Anthony"
1.0,victor oladipo,"Gibson, Taj"
1.0,victor oladipo,"Afflalo, Arron"
1.0,elfrid payton,"Harden, James"
1.0,elfrid payton,"Green, Draymond"
1.0,matthew dellavedova,"Papanikolaou, Kostas"
1.0,shawn marion,"Jefferson, Al"
1.0,lavoy allen,"Rondo, Rajon"
1.0,cj miles,"Scott, Mike"
1.0,evan turner,"Dorsey, Joey"
1.0,marcus smart,"Griffin, Blake"
1.0,kelly olynyk,"West, David"
1.0,jeff green,"Biyombo, Bismack"
1.0,jeff green,"Scola, Luis"
1.0,manu ginobili,"Seraphin, Kevin"
1.0,matt bonner,"Harden, James"
1.0,greivis vasquez,"Allen, Tony"
1.0,greivis vasquez,"Robinson, Nate"
1.0,greivis vasquez,"Carter, Vince"
1.0,lou williams,Nene
1.0,james johnson,"Henderson, Gerald"
1.0,devin harris,"Afflalo, Arron"
1.0,devin harris,"Babbitt, Luke"
1.0,dirk nowtizski,"Smart, Marcus"
1.0,evan fournier,"Udrih, Beno"
1.0,evan fournier,"Bazemore, Kent"
1.0,channing frye,"Morris, Marcus"
1.0,kyle oquinn,"Lee, Courtney"
1.0,ben gordon,"Burke, Trey"
1.0,kevin love,"Lawson, Ty"
1.0,donald sloan,"McDaniels, KJ"
1.0,cj miles,"Harris, Tobias"
1.0,tyler zeller,"Gordon, Drew"
1.0,jeff green,"Lopez, Robin"
1.0,boris diaw,"Kanter, Enes"
1.0,aron baynes,"Harden, James"
1.0,wilson chandler,"Bradley, Avery"
1.0,nate robinson,"Dinwiddie, Spencer"
1.0,darrell arthur,"Muhammad, Shabazz"
1.0,danilo gallinai,"Kaman, Chris"
1.0,danilo gallinai,"Cousins, DeMarcus"
1.0,amir johnson,"Rose, Derrick"
1.0,lou williams,"Johnson, Wesley"
1.0,devin harris,"Rose, Derrick"
1.0,dirk nowtizski,"Hayward, Gordon"
1.0,evan fournier,"Nelson, Jameer"
1.0,elfrid payton,"Deng, Luol"
1.0,lebron james,"Harkless, Maurice"
1.0,lavoy allen,"Kaman, Chris"
1.0,donald sloan,"Vasquez, Greivis"
1.0,cj watson,"Ennis, Tyler"
1.0,roy hibbert,"Beverley, Patrick"
1.0,avery bradley,"Livingston, Shaun"
1.0,marcus thornton,"Martin, Cartier"
1.0,marcus smart,"Anderson, Ryan"
1.0,manu ginobili,"Carroll, DeMarre"
1.0,boris diaw,"Crowder, Jae"
1.0,aron baynes,"Evans, Jeremy"
1.0,arron afflalo,"Drew, Larry"
1.0,richard jefferson,"Lillard, Damian"
1.0,tobias harris,"Rivers, Austin"
1.0,evan fournier,"Dunleavy, Mike"
1.0,victor oladipo,"Sanders, Larry"
1.0,elfrid payton,"Koufos, Kosta"
1.0,kyrie irving,"Muhammad, Shabazz"
1.0,kyrie irving,"Middleton, Khris"
1.0,lebron james,"Koufos, Kosta"
1.0,donald sloan,"Gortat, Marcin"
1.0,solomon hill,"Casspi, Omri"
1.0,danny green,"Landry, Carl"
1.0,wilson chandler,"Felton, Raymond"
1.0,timofey mozgov,"Hinrich, Kirk"
1.0,danilo gallinai,"Matthews, Wesley"
1.0,marcus thornton,"Young, James"
1.0,patrick patterson,"Koufos, Kosta"
1.0,patrick patterson,"Chandler, Tyson"
1.0,mnta ellis,"Williams, Derrick"
1.0,jose juan barea,"Iguodala, Andre"
1.0,charlie villanueva,"Olynyk, Kelly"
1.0,al farouq aminu,"Wear, Travis"
1.0,nikola vucevic,"Thompson, Klay"
1.0,kevin love,"Teague, Jeff"
1.0,mike miller,"Redick, JJ"
1.0,luis scola,"Holiday, Justin"
1.0,cj watson,"Crabbe, Allen"
1.0,roy hibbert,"Irving, Kyrie"
1.0,roy hibbert,"Thompson, Jason"
1.0,solomon hill,"Boozer, Carlos"
1.0,kelly olynyk,"Chandler, Tyson"
1.0,kawhi leonard,"Iguodala, Andre"
1.0,boris diaw,"Udrih, Beno"
1.0,arron afflalo,"Seraphin, Kevin"
1.0,jusuf nurkic,"Patterson, Patrick"
1.0,danilo gallinai,"Ingles, Joe"
1.0,jonas valanciunas,"Prince, Tayshaun"
1.0,devin harris,"Blake, Steve"
1.0,chandler parsons,"Bradley, Avery"
1.0,richard jefferson,"Morris, Marcus"
1.0,evan fournier,"Turner, Evan"
1.0,tristan thompson,"Wear, Travis"
1.0,donald sloan,"Smith, Josh"
1.0,kelly olynyk,"Dedmon, Dewayne"
1.0,manu ginobili,"DeRozan, DeMar"
1.0,cory joseph,"McDaniels, KJ"
1.0,boris diaw,"Lawson, Ty"
1.0,tony parker,"Favors, Derrick"
1.0,wilson chandler,"Aldridge, LaMarcus"
1.0,greivis vasquez,"Wright, Brandan"
1.0,mnta ellis,"Antic, Pero"
1.0,charlie villanueva,"Curry, Stephen"
1.0,al farouq aminu,"Kidd-Gilchrist, Michael"
1.0,al farouq aminu,"Smith, Jason"
1.0,ben gordon,"Lillard, Damian"
1.0,cj miles,"Taylor, Jeff"
1.0,cj miles,"Payton, Elfrid"
1.0,roy hibbert,"Babbitt, Luke"
1.0,kawhi leonard,"Motiejunas, Donatas"
1.0,boris diaw,"Chandler, Wilson"
1.0,danny green,"Rush, Brandon"
1.0,nate robinson,"Black, Tarik"
1.0,james johnson,"Stoudemire, Amar'e"
1.0,jose juan barea,"Evans, Reggie"
1.0,elfrid payton,"McGee, JaVale"
1.0,kyrie irving,"Barton, Will"
1.0,kevin love,"Matthews, Wesley"
1.0,joe harris,"Pierce, Paul"
1.0,cj miles,"Landry, Carl"
1.0,solomon hill,"Williams, Lou"
1.0,marcus thornton,"Holiday, Justin"
1.0,evan turner,"Monroe, Greg"
1.0,jared sullinger,"Smith, Greg"
1.0,brandon bass,"Pierce, Paul"
1.0,jeff green,"Roberson, Andre"
1.0,jeff green,Nene
1.0,marco belinelli,"Lucas III, John"
1.0,tim duncan,"Roberson, Andre"
1.0,arron afflalo,"Hibbert, Roy"
1.0,jusuf nurkic,"Hairston, PJ"
1.0,greivis vasquez,"Morris, Marcus"
1.0,greivis vasquez,"Sefolosha, Thabo"
1.0,jonas valanciunas,"Morris, Markieff"
1.0,jose juan barea,"Sloan, Donald"
1.0,al farouq aminu,"Green, Draymond"
1.0,dirk nowtizski,"Blake, Steve"
1.0,evan fournier,"Whiteside, Hassan"
1.0,elfrid payton,"Anthony, Carmelo"
1.0,kyle oquinn,"Miller, Andre"
1.0,kyrie irving,"Wiggins, Andrew"
1.0,kyrie irving,"Jefferson, Al"
1.0,lebron james,"Duncan, Tim"
1.0,kevin love,"Biyombo, Bismack"
1.0,lavoy allen,"Andersen, Chris"
1.0,chris copeland,"Bargnani, Andrea"
1.0,rodney stuckey,"Henson, John"
1.0,rodney stuckey,"Barnes, Matt"
1.0,roy hibbert,"Boozer, Carlos"
1.0,brandon bass,"Hawes, Spencer"
1.0,boris diaw,"Zeller, Cody"
1.0,alonzo gee,"Young, Thaddeus"
1.0,nate robinson,"Holiday, Jrue"
1.0,jusuf nurkic,"Monroe, Greg"
1.0,greivis vasquez,"Holiday, Justin"
1.0,victor oladipo,"Galloway, Langston"
1.0,victor oladipo,"Diaw, Boris"
1.0,nikola vucevic,"Davies, Brandon"
1.0,ben gordon,"McCollum, CJ"
1.0,lebron james,"Lopez, Robin"
1.0,lavoy allen,"Walker, Kemba"
1.0,chris copeland,"Mayo, O.J."
1.0,cj watson,"Patterson, Patrick"
1.0,brandon bass,"Caldwell-Pope, Kentavious"
1.0,kawhi leonard,"Butler, Jimmy"
1.0,tony parker,"Kidd-Gilchrist, Michael"
1.0,tim duncan,"Ezeli, Festus"
1.0,ty lawson,"Leonard, Kawhi"
1.0,arron afflalo,"Thompson, Klay"
1.0,arron afflalo,"Jefferson, Richard"
1.0,jonas valanciunas,"Bryant, Kobe"
1.0,mnta ellis,"Bosh, Chris"
1.0,tyson chandler,"Anderson, Kyle"
1.0,jose juan barea,"Andersen, Chris"
1.0,jose juan barea,"Biyombo, Bismack"
1.0,al farouq aminu,"Love, Kevin"
1.0,al farouq aminu,"Boozer, Carlos"
1.0,channing frye,"Gooden, Drew"
1.0,victor oladipo,"Baynes, Aron"
1.0,elfrid payton,"Favors, Derrick"
1.0,kyle oquinn,"Amundson, Lou"
1.0,ben gordon,"Teletovic, Mirza"
1.0,ben gordon,"Gordon, Eric"
1.0,luis scola,"Wiggins, Andrew"
1.0,cj miles,"Harris, Joe"
1.0,david west,"Jack, Jarrett"
1.0,solomon hill,"Walker, Kemba"
1.0,solomon hill,"Middleton, Khris"
1.0,evan turner,"McCallum, Ray"
1.0,jared sullinger,"Monroe, Greg"
1.0,matt bonner,"Wroten, Tony"
1.0,danny green,"Jackson, Reggie"
1.0,aron baynes,"Teletovic, Mirza"
1.0,tony parker,"Fournier, Evan"
1.0,darrell arthur,"Vasquez, Greivis"
1.0,marcus morris,"Monroe, Greg"
1.0,kj mcdaniels,"Exum, Dante"
1.0,zaza pachulia,"Paul, Chris"
1.0,courtney lee,"Waiters, Dion"
1.0,beno urdih,"Rudez, Damjan"
1.0,mike conley,"McCallum, Ray"
1.0,jason smith,"Stephenson, Lance"
1.0,cole aldrich,"Favors, Derrick"
1.0,jose calderon,"Redick, JJ"
1.0,carmelo anthony,"Zeller, Tyler"
1.0,pablo prigioni,"Hinrich, Kirk"
1.0,dj augustin,"Harden, James"
1.0,caron butler,"Stoudemire, Amar'e"
1.0,andre drummond,"James, LeBron"
1.0,kyle singler,"Harden, James"
1.0,kostas papanikolaou,"Olynyk, Kelly"
1.0,trevor ariza,"Johnson, James"
1.0,mario chalmers,"Dieng, Gorgui"
1.0,james ennis,"Bogdanovic, Bojan"
1.0,alex len,"Knight, Brandon"
1.0,robert covington,"Rondo, Rajon"
1.0,nerles noel,"Davis, Anthony"
1.0,nerles noel,"Thompson, Tristan"
1.0,jerami grant,"Morris, Marcus"
1.0,oj mayo,"Haywood, Brendan"
1.0,oj mayo,"Miller, Andre"
1.0,zach randolph,"Zeller, Tyler"
1.0,vince carter,"Beverley, Patrick"
1.0,tony allen,"Morris, Markieff"
1.0,jason smith,"Claver, Victor"
1.0,kentavious caldwell-pope,"Prince, Tayshaun"
1.0,caron butler,"Irving, Kyrie"
1.0,caron butler,"Drew, Larry"
1.0,trevor ariza,"Anthony, Carmelo"
1.0,udonis haslem,"Redick, JJ"
1.0,chris andersen,"Jefferson, Cory"
1.0,shabazz napier,"Jackson, Reggie"
1.0,jj hickson,"Crabbe, Allen"
1.0,eric bledsoe,"Ginobili, Manu"
1.0,eric bledsoe,"Dudley, Jared"
1.0,alex len,"Oladipo, Victor"
1.0,michael carter-williams,"Aldridge, LaMarcus"
1.0,kj mcdaniels,"Hummel, Robbie"
1.0,hollis thompson,"Stuckey, Rodney"
1.0,hollis thompson,"Bonner, Matt"
1.0,jared dudley,"Smart, Marcus"
1.0,jared dudley,"Fournier, Evan"
1.0,khris middleton,"Len, Alex"
1.0,jerryd bayless,"Muhammad, Shabazz"
1.0,vince carter,"Kidd-Gilchrist, Michael"
1.0,tony allen,"Antic, Pero"
1.0,jose calderon,"Cunningham, Dante"
1.0,jose calderon,"Harden, James"
1.0,jose calderon,"Wallace, Gerald"
1.0,greg monroe,"Len, Alex"
1.0,kentavious caldwell-pope,"Harris, Tobias"
1.0,jonas jerebko,"Rudez, Damjan"
1.0,kostas papanikolaou,"Wear, Travis"
1.0,trevor ariza,"Bazemore, Kent"
1.0,james harden,"Lopez, Brook"
1.0,james harden,"Evans, Reggie"
1.0,james harden,"Dragic, Goran"
1.0,joey dorsey,"Evans, Reggie"
1.0,james ennis,"Johnson, Wesley"
1.0,norris cole,"Harden, James"
1.0,luol deng,"Sloan, Donald"
1.0,pj tucker,"West, David"
1.0,robert covington,"Duncan, Tim"
1.0,luc mbah a moute,"Crawford, Jamal"
1.0,brandon knight,"Leonard, Kawhi"
1.0,travis wear,"Martin, Cartier"
1.0,carmelo anthony,"Payton, Elfrid"
1.0,time hardaway jr,"Livingston, Shaun"
1.0,time hardaway jr,"McRoberts, Josh"
1.0,kentavious caldwell-pope,"Stephenson, Lance"
1.0,brandon jennings,"Speights, Marreese"
1.0,kostas papanikolaou,"Telfair, Sebastian"
1.0,gerald green,"Leuer, Jon"
1.0,eric bledsoe,"Duncan, Tim"
1.0,michael carter-williams,"Beal, Bradley"
1.0,michael carter-williams,"Villanueva, Charlie"
1.0,hollis thompson,"Jefferson, Cory"
1.0,henry sims,"Bayless, Jerryd"
1.0,oj mayo,"Grant, Jerami"
1.0,jerryd bayless,"Turkoglu, Hedo"
1.0,beno urdih,"Joseph, Cory"
1.0,shane larkin,"Collison, Nick"
1.0,shane larkin,"Parsons, Chandler"
1.0,jose calderon,"Wright, Dorell"
1.0,time hardaway jr,"Valanciunas, Jonas"
1.0,greg monroe,"Waiters, Dion"
1.0,kyle singler,"Gordon, Aaron"
1.0,trevor ariza,"Walker, Kemba"
1.0,jason terry,"Jackson, Reggie"
1.0,james harden,"Noah, Joakim"
1.0,patrick beverley,"Jones, James"
1.0,patrick beverley,"Davis, Ed"
1.0,udonis haslem,"Leuer, Jon"
1.0,shawne williams,"Henson, John"
1.0,shabazz napier,"Thompson, Jason"
1.0,shabazz napier,"Payton, Elfrid"
1.0,shabazz napier,"Hill, Solomon"
1.0,james ennis,"Blair, DeJuan"
1.0,gerald green,"Valanciunas, Jonas"
1.0,isaiah thomas,"Anthony, Carmelo"
1.0,marcus morris,"Westbrook, Russell"
1.0,eric bledsoe,"Sims, Henry"
1.0,markieff morris,"McRoberts, Josh"
1.0,robert covington,"Morris, Markieff"
1.0,michael carter-williams,"Pachulia, Zaza"
1.0,hollis thompson,"Morris, Marcus"
1.0,jakarr sampson,"Papanikolaou, Kostas"
1.0,luc mbah a moute,"Rondo, Rajon"
1.0,john henson,"Favors, Derrick"
1.0,brandon knight,"McGary, Mitch"
1.0,zach randolph,"Carroll, DeMarre"
1.0,vince carter,"Antic, Pero"
1.0,jon leuer,"Covington, Robert"
1.0,courtney lee,"Fournier, Evan"
1.0,beno urdih,"Davis, Glen"
1.0,carmelo anthony,"Olynyk, Kelly"
1.0,greg monroe,"Carter-Williams, Michael"
1.0,kentavious caldwell-pope,"Dudley, Jared"
1.0,kyle singler,"Fournier, Evan"
1.0,trevor ariza,"Thompson, Tristan"
1.0,patrick beverley,"Thompson, Tristan"
1.0,patrick beverley,"Dawkins, Andre"
1.0,mario chalmers,"Hood, Rodney"
1.0,chris bosh,"Sims, Henry"
1.0,norris cole,"James, Bernard"
1.0,gerald green,"Anderson, Kyle"
1.0,alex len,"Neal, Gary"
1.0,robert covington,"Gordon, Eric"
1.0,robert covington,"Williams, Shawne"
1.0,nerles noel,"Harris, Tobias"
1.0,henry sims,"Mayo, O.J."
1.0,oj mayo,"Arthur, Darrell"
1.0,khris middleton,"Jefferson, Richard"
1.0,jon leuer,"Bledsoe, Eric"
1.0,tony allen,"Aldridge, LaMarcus"
1.0,tony allen,"Green, Draymond"
1.0,beno urdih,"Jordan, DeAndre"
1.0,beno urdih,"Horford, Al"
1.0,mike conley,"Schroder, Dennis"
1.0,cole aldrich,"Gobert, Rudy"
1.0,travis wear,"Aminu, Al-Farouq"
1.0,quincy acy,"Hamilton, Justin"
1.0,quincy acy,"Humphries, Kris"
1.0,shane larkin,"Sloan, Donald"
1.0,shane larkin,"Ellis, Monta"
1.0,joey dorsey,"Holiday, Jrue"
1.0,shawne williams,"Martin, Kevin"
1.0,norris cole,"DeRozan, DeMar"
1.0,goran dragic,"Gallinari, Danilo"
1.0,alex len,"Hickson, JJ"
1.0,markieff morris,"Adams, Steven"
1.0,henry sims,"Gasol, Marc"
1.0,jared dudley,"Caboclo, Bruno"
1.0,khris middleton,"Beal, Bradley"
1.0,vince carter,"Deng, Luol"
1.0,jon leuer,"Aldrich, Cole"
1.0,tony allen,"Sloan, Donald"
1.0,courtney lee,"Prigioni, Pablo"
1.0,jason smith,"Pachulia, Zaza"
1.0,carmelo anthony,"Evans, Tyreke"
1.0,caron butler,"Jefferson, Richard"
1.0,trevor ariza,"Babbitt, Luke"
1.0,trevor ariza,"Boozer, Carlos"
1.0,jason terry,"Antetokounmpo, Giannis"
1.0,patrick beverley,"Valanciunas, Jonas"
1.0,chris bosh,"Leonard, Kawhi"
1.0,jason thompson,"Williams, Lou"
1.0,jason thompson,"Bogut, Andrew"
1.0,jj hickson,"Kanter, Enes"
1.0,isaiah thomas,"Brooks, Aaron"
1.0,markieff morris,"Hawes, Spencer"
1.0,robert covington,"Gobert, Rudy"
1.0,jerami grant,"Smith, Josh"
1.0,kj mcdaniels,"Baynes, Aron"
1.0,jerryd bayless,"Lamb, Jeremy"
1.0,zach randolph,"Mirotic, Nikola"
1.0,vince carter,"Olynyk, Kelly"
1.0,beno urdih,"Scott, Mike"
1.0,jason smith,"Stuckey, Rodney"
1.0,jason smith,"Jordan, DeAndre"
1.0,dj augustin,"Lauvergne, Joffrey"
1.0,caron butler,"Patterson, Patrick"
1.0,kyle singler,"Paul, Chris"
1.0,trevor ariza,"Rondo, Rajon"
1.0,jason terry,"Middleton, Khris"
1.0,udonis haslem,"Morris, Markieff"
1.0,jj hickson,"Barbosa, Leandro"
1.0,pj tucker,"Knight, Brandon"
1.0,isaiah thomas,"Brewer, Corey"
1.0,isaiah thomas,"Bogdanovic, Bojan"
1.0,luc mbah a moute,"Antetokounmpo, Giannis"
1.0,brandon knight,"Brand, Elton"
1.0,khris middleton,"Dedmon, Dewayne"
1.0,jerryd bayless,"Nurkic, Jusuf"
1.0,zach randolph,"Ellis, Monta"
1.0,tony allen,"Scott, Mike"
1.0,beno urdih,"Afflalo, Arron"
